timestamp,open,high,low,close,volume,symbol,timeframe
2025-07-08 23:14:00+00:00,108923.0,108927.99,108923.0,108927.99,1.75134,BTC/USDT,1m
2025-07-08 23:15:00+00:00,108927.98,108965.21,108927.98,108965.2,1.94154,BTC/USDT,1m
2025-07-08 23:16:00+00:00,108965.21,108970.4,108965.21,108970.39,2.37932,BTC/USDT,1m
2025-07-08 23:17:00+00:00,108970.4,108970.4,108962.82,108962.82,2.3354,BTC/USDT,1m
2025-07-08 23:18:00+00:00,108962.82,108962.83,108962.82,108962.83,0.24835,BTC/USDT,1m
2025-07-08 23:19:00+00:00,108962.83,108962.83,108962.82,108962.82,0.98092,BTC/USDT,1m
2025-07-08 23:20:00+00:00,108962.83,108970.4,108962.82,108970.39,0.62192,BTC/USDT,1m
2025-07-08 23:21:00+00:00,108970.4,108970.4,108970.39,108970.39,2.00593,BTC/USDT,1m
2025-07-08 23:22:00+00:00,108970.4,108970.4,108934.89,108950.0,3.92874,BTC/USDT,1m
2025-07-08 23:23:00+00:00,108950.0,108950.01,108939.99,108939.99,1.43522,BTC/USDT,1m
2025-07-08 23:24:00+00:00,108939.99,108941.72,108915.35,108941.72,4.17613,BTC/USDT,1m
2025-07-08 23:25:00+00:00,108941.71,108941.72,108907.69,108907.69,5.18093,BTC/USDT,1m
2025-07-08 23:26:00+00:00,108907.69,108907.7,108889.32,108889.33,0.93571,BTC/USDT,1m
2025-07-08 23:27:00+00:00,108889.32,108896.44,108889.32,108896.44,6.62011,BTC/USDT,1m
2025-07-08 23:28:00+00:00,108896.44,108896.44,108843.72,108843.72,5.78907,BTC/USDT,1m
2025-07-08 23:29:00+00:00,108843.72,108843.73,108823.07,108839.99,2.18551,BTC/USDT,1m
2025-07-08 23:30:00+00:00,108840.0,108873.36,108840.0,108873.35,1.19691,BTC/USDT,1m
2025-07-08 23:31:00+00:00,108873.35,108876.0,108873.35,108875.99,1.62333,BTC/USDT,1m
2025-07-08 23:32:00+00:00,108876.0,108880.0,108875.99,108880.0,2.05565,BTC/USDT,1m
2025-07-08 23:33:00+00:00,108880.0,108907.7,108879.99,108907.7,1.67046,BTC/USDT,1m
2025-07-08 23:34:00+00:00,108907.7,108907.7,108896.62,108896.62,1.36487,BTC/USDT,1m
2025-07-08 23:35:00+00:00,108896.63,108905.2,108896.62,108905.2,1.74159,BTC/USDT,1m
2025-07-08 23:36:00+00:00,108905.2,108929.23,108905.2,108929.22,1.11833,BTC/USDT,1m
2025-07-08 23:37:00+00:00,108929.22,108937.08,108929.22,108937.08,0.66197,BTC/USDT,1m
2025-07-08 23:38:00+00:00,108937.08,108950.01,108937.07,108950.01,2.42527,BTC/USDT,1m
2025-07-08 23:39:00+00:00,108950.01,108974.0,108950.0,108973.99,1.04562,BTC/USDT,1m
2025-07-08 23:40:00+00:00,108974.0,108974.0,108973.99,108973.99,0.27888,BTC/USDT,1m
2025-07-08 23:41:00+00:00,108974.0,108974.0,108973.99,108973.99,1.8386,BTC/USDT,1m
2025-07-08 23:42:00+00:00,108974.0,108974.0,108973.99,108974.0,1.69983,BTC/USDT,1m
